============================================================
  MedGemma GGUF Evaluation Report
  Majority-Vote Methodology (5 runs per image)
============================================================

Model : medgemma-1.5-4b-it-Q4_K_M.gguf
MMProj: mmproj-BF16.gguf
Prompt: Is this chest X-ray normal or abnormal? Answer with: NORMAL or ABNORMAL, then confidence percentage.
Params: temperature=1.0, min_p=0.2
Runs per image: 5
Test set: 200 samples (Tawsifurrahman independent)

------------------------------------------------------------
  Base Model: 84.0%
------------------------------------------------------------
  Sensitivity: 73.0%  |  Specificity: 95.0%
  PPV: 93.6%  |  NPV: 77.9%  |  F1: 0.820
  img_0147.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (3/5)  Conf=92%  Runs=[NORMAL/NORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0148.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0149.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=65%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0150.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=89%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0151.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=94%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0152.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=97%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0153.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=81%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0154.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0155.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0156.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=89%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0157.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=92%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0158.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=81%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0159.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=94%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0160.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0161.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=73%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0162.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0163.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0164.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=76%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0165.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0166.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0167.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0168.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0169.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=97%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0170.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0171.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0172.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=88%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0173.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0174.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=94%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0175.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0176.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0177.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0178.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0179.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=87%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0180.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0181.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0182.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=94%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0183.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=80%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0184.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (3/5)  Conf=87%  Runs=[NORMAL/NORMAL/NORMAL/ABNORMAL/ABNORMAL]
  img_0185.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0186.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=83%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0187.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0188.png              GT=NORMAL Pred=TB     [FAIL]  Vote=ABNORMAL (5/5)  Conf=78%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0189.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=79%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0190.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0191.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0192.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=93%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0193.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0194.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=89%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0195.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0196.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=74%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0197.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0198.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=97%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0199.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=72%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0200.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]

------------------------------------------------------------
  Base + LoRA: 86.0%
------------------------------------------------------------
  Sensitivity: 75.0%  |  Specificity: 97.0%
  PPV: 96.2%  |  NPV: 79.5%  |  F1: 0.843
  Confusion: TP=75  FN=25  FP=3  TN=97

  img_0001.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (3/5)  Conf=86%  Runs=[NORMAL/ABNORMAL/ABNORMAL/NORMAL/NORMAL]
  img_0002.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=75%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0003.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0004.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=78%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0005.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=87%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0006.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0007.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=93%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0008.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=90%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0009.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0010.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0011.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0012.png              GT=NORMAL Pred=TB     [FAIL]  Vote=ABNORMAL (5/5)  Conf=74%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0013.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (4/5)  Conf=75%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/NORMAL]
  img_0014.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0015.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0016.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=87%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0017.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0018.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0019.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0020.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0021.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0022.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0023.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0024.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0025.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0026.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0027.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (4/5)  Conf=93%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/ABNORMAL]
  img_0028.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0029.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0030.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0031.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=86%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0032.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0033.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=97%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0034.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0035.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=79%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0036.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0037.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=77%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0038.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0039.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=96%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0040.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=92%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0041.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0042.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=84%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0043.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0044.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0045.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0046.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=82%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0047.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=82%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0048.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0049.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0050.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0051.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (4/5)  Conf=96%  Runs=[ABNORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0052.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (4/5)  Conf=93%  Runs=[NORMAL/NORMAL/NORMAL/ABNORMAL/NORMAL]
  img_0053.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=93%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0054.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=90%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0055.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0056.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=89%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0057.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0058.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0059.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0060.png              GT=NORMAL Pred=TB     [FAIL]  Vote=ABNORMAL (5/5)  Conf=74%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0061.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0062.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0063.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=87%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0064.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=71%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0065.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=89%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0066.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0067.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0068.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=97%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0069.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0070.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0071.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0072.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0073.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0074.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0075.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=92%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0076.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0077.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0078.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0079.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=93%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0080.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=94%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0081.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0082.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0083.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0084.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=72%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0085.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0086.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0087.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=84%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0088.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=82%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0089.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=80%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0090.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=83%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0091.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=83%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0092.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=96%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0093.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
